,datetime,user,action,pc
3557,2024-01-18 17:46:18,usr-fyk,logoff,pc75
3558,2024-01-18 17:46:23,usr-tus,logoff,pc32
3559,2024-01-18 17:46:47,usr-noh,logoff,pc51
3560,2024-01-18 17:46:52,usr-qpu,logoff,pc2
3561,2024-01-18 17:47:29,usr-tcn,logoff,pc43
3562,2024-01-18 17:52:14,usr-oux,logoff,pc6
3563,2024-01-18 17:52:25,usr-ecl,logoff,pc53
3564,2024-01-18 17:52:27,usr-hqj,logoff,pc15
3565,2024-01-18 17:53:38,usr-ccc,logoff,pc66
3566,2024-01-18 17:55:41,usr-cjk,logoff,pc22
3567,2024-01-18 17:56:04,usr-bat,logoff,pc57
3568,2024-01-18 18:28:22,usr-pia,logoff,pc73
3569,2024-01-18 19:13:13,usr-ifd,logoff,pc82
3570,2024-01-18 19:20:59,usr-orc,logoff,pc69
3571,2024-01-18 19:49:28,usr-ytk,logoff,pc34
3572,2024-01-18 20:16:56,usr-qhu,logoff,pc11
3573,2024-01-18 20:24:49,usr-pcx,logoff,pc58
3574,2024-01-18 20:30:34,usr-ntp,logoff,pc46
3575,2024-01-18 20:32:07,usr-mdm,logoff,pc28
3576,2024-01-18 20:42:04,usr-fta,logoff,pc7
3577,2024-01-18 20:53:29,usr-wis,logoff,pc87
3578,2024-01-18 21:11:34,usr-hth,logoff,pc40
3579,2024-01-18 21:12:39,usr-hta,logoff,pc9
3580,2024-01-18 21:28:19,usr-agf,logoff,pc31
3581,2024-01-18 22:00:31,usr-xws,logoff,pc68
3582,2024-01-18 22:11:15,usr-qpv,logoff,pc84
3583,2024-01-18 22:15:23,usr-pru,logoff,pc48
3584,2024-01-18 22:24:39,usr-hxw,logoff,pc45
3585,2024-01-18 22:31:51,usr-ayp,logoff,pc95
3586,2024-01-18 22:32:30,usr-inx,logoff,pc67
3587,2024-01-18 22:34:50,usr-yih,logoff,pc90
3588,2024-01-18 22:49:03,usr-xye,logoff,pc27
3589,2024-01-18 22:50:42,usr-avc,logoff,pc12
3590,2024-01-18 23:01:33,usr-syd,logoff,pc16
3591,2024-01-18 23:05:10,usr-oph,logoff,pc76
3592,2024-01-18 23:13:18,usr-mnc,logoff,pc20
3593,2024-01-18 23:16:33,usr-llt,logoff,pc37
3594,2024-01-18 23:24:54,usr-cwi,logoff,pc14
3595,2024-01-18 23:34:43,usr-fjl,logoff,pc52
3596,2024-01-18 23:38:25,usr-ecc,logoff,pc59
3597,2024-01-18 23:48:25,usr-ory,logoff,pc0
3598,2024-01-18 23:50:15,usr-ign,logoff,pc83
3599,2024-01-18 23:52:03,usr-fdo,logoff,pc3
3600,2024-01-19 00:05:07,usr-okv,login,pc54
3601,2024-01-19 00:25:08,usr-kos,login,pc10
3602,2024-01-19 00:25:13,usr-ecc,login,pc59
3603,2024-01-19 00:45:17,usr-pru,login,pc48
3604,2024-01-19 01:21:29,usr-hth,login,pc40
3605,2024-01-19 01:24:01,usr-avc,login,pc12
3606,2024-01-19 02:59:37,usr-mnc,login,pc20
3607,2024-01-19 03:18:54,usr-hta,login,pc9
3608,2024-01-19 03:20:07,usr-yih,login,pc90
3609,2024-01-19 03:53:38,usr-orc,login,pc69
3610,2024-01-19 04:05:41,usr-xye,login,pc27
3611,2024-01-19 04:11:56,usr-qhu,login,pc11
3612,2024-01-19 04:13:49,usr-ayp,login,pc95
3613,2024-01-19 04:14:13,usr-ign,login,pc83
3614,2024-01-19 04:22:43,usr-fta,login,pc7
3615,2024-01-19 04:29:05,usr-ytk,login,pc34
3616,2024-01-19 04:37:12,usr-oph,login,pc76
3617,2024-01-19 04:37:56,usr-hxw,login,pc45
3618,2024-01-19 04:43:54,usr-crz,login,pc4
3619,2024-01-19 04:46:35,usr-bpm,login,pc19
3620,2024-01-19 04:46:40,usr-jmc,login,pc17
3621,2024-01-19 04:50:52,usr-ntp,login,pc46
3622,2024-01-19 04:53:26,usr-gvm,login,pc42
3623,2024-01-19 04:56:24,usr-pah,login,pc71
3624,2024-01-19 05:00:53,usr-fxu,login,pc41
3625,2024-01-19 05:06:52,usr-cwi,login,pc14
3626,2024-01-19 05:07:19,usr-lxb,login,pc60
3627,2024-01-19 05:12:43,usr-agf,login,pc31
3628,2024-01-19 05:26:51,usr-ubt,login,pc5
3629,2024-01-19 05:29:30,usr-llt,login,pc37
3630,2024-01-19 05:33:28,usr-pcx,login,pc58
3631,2024-01-19 05:39:55,usr-ifd,login,pc82
3632,2024-01-19 05:55:00,usr-gai,login,pc29
3633,2024-01-19 06:01:48,usr-zsj,login,pc30
3634,2024-01-19 06:06:13,usr-pia,login,pc73
3635,2024-01-19 06:16:30,usr-inr,login,pc13
3636,2024-01-19 06:23:01,usr-zzy,login,pc78
3637,2024-01-19 06:25:12,usr-fdo,login,pc3
3638,2024-01-19 06:26:38,usr-wis,login,pc87
3639,2024-01-19 06:31:52,usr-mdm,login,pc28
3640,2024-01-19 06:37:11,usr-qpv,login,pc84
3641,2024-01-19 06:37:28,usr-xws,login,pc68
3642,2024-01-19 06:39:17,usr-fjl,login,pc52
3643,2024-01-19 06:42:36,usr-inx,login,pc67
3644,2024-01-19 06:47:50,usr-lrw,login,pc97
3645,2024-01-19 06:49:31,usr-dbq,login,pc44
3646,2024-01-19 06:57:10,usr-syd,login,pc16
3647,2024-01-19 08:08:02,usr-gyv,login,pc21
3648,2024-01-19 08:16:33,usr-gpi,login,pc94
3649,2024-01-19 08:24:37,usr-vag,login,pc18
3650,2024-01-19 08:48:37,usr-mfu,login,pc39
3651,2024-01-19 09:00:32,usr-fxc,login,pc47
3652,2024-01-19 09:01:32,usr-goq,login,pc26
3653,2024-01-19 09:01:33,usr-qse,login,pc55
3654,2024-01-19 09:02:45,usr-dpy,login,pc72
3655,2024-01-19 09:03:46,usr-qty,login,pc98
3656,2024-01-19 09:04:25,usr-gmh,login,pc79
3657,2024-01-19 09:06:15,usr-qsg,login,pc1
3658,2024-01-19 09:07:31,usr-lbw,login,pc81
3659,2024-01-19 09:08:17,usr-nyd,login,pc23
3660,2024-01-19 09:08:53,usr-hqj,login,pc15
3661,2024-01-19 09:09:09,usr-zlc,login,pc93
3662,2024-01-19 09:13:08,usr-vig,login,pc77
3663,2024-01-19 09:14:17,usr-tok,login,pc85
3664,2024-01-19 09:15:07,usr-cbb,login,pc8
3665,2024-01-19 09:15:49,usr-mms,login,pc65
3666,2024-01-19 09:18:45,usr-zwh,login,pc99
3667,2024-01-19 09:18:46,usr-uzs,login,pc88
3668,2024-01-19 09:18:50,usr-tus,login,pc32
3669,2024-01-19 09:19:36,usr-kge,login,pc80
3670,2024-01-19 09:21:47,usr-qaj,login,pc70
3671,2024-01-19 09:22:10,usr-ecl,login,pc53
3672,2024-01-19 09:23:11,usr-gxa,login,pc50
3673,2024-01-19 09:23:29,usr-zbu,login,pc91
3674,2024-01-19 09:30:03,usr-oux,login,pc6
3675,2024-01-19 09:30:47,usr-bfh,login,pc96
3676,2024-01-19 09:32:06,usr-mcc,login,pc35
3677,2024-01-19 09:32:47,usr-sps,login,pc38
3678,2024-01-19 09:33:47,usr-noh,login,pc51
3679,2024-01-19 09:35:09,usr-psa,login,pc64
3680,2024-01-19 09:37:28,usr-evt,login,pc74
3681,2024-01-19 09:40:32,usr-cjk,login,pc22
3682,2024-01-19 09:41:27,usr-emo,login,pc89
3683,2024-01-19 09:41:35,usr-cnz,login,pc63
3684,2024-01-19 09:43:10,usr-ego,login,pc33
3685,2024-01-19 09:43:18,usr-bat,login,pc57
3686,2024-01-19 09:43:19,usr-dur,login,pc92
3687,2024-01-19 09:44:08,usr-bit,login,pc86
3688,2024-01-19 09:45:29,usr-klc,login,pc62
3689,2024-01-19 09:45:55,usr-wda,login,pc24
3690,2024-01-19 09:47:06,usr-ccc,login,pc66
3691,2024-01-19 09:48:02,usr-suh,login,pc36
3692,2024-01-19 09:51:38,usr-apl,login,pc56
3693,2024-01-19 09:52:31,usr-tcn,login,pc43
3694,2024-01-19 09:53:59,usr-tci,login,pc49
3695,2024-01-19 09:54:09,usr-xxw,login,pc61
3696,2024-01-19 09:54:19,usr-qpu,login,pc2
3697,2024-01-19 09:58:06,usr-fyk,login,pc75
3698,2024-01-19 09:59:01,usr-zpf,login,pc25
3699,2024-01-19 12:20:04,usr-ory,login,pc0
3700,2024-01-19 14:05:52,usr-emo,logoff,pc89
3701,2024-01-19 14:08:28,usr-kos,logoff,pc10
3702,2024-01-19 14:16:58,usr-cbb,logoff,pc8
3703,2024-01-19 14:17:33,usr-qsg,logoff,pc1
3704,2024-01-19 14:22:21,usr-goq,logoff,pc26
3705,2024-01-19 14:24:11,usr-gyv,logoff,pc21
3706,2024-01-19 14:27:17,usr-mfu,logoff,pc39
3707,2024-01-19 14:38:28,usr-gpi,logoff,pc94
3708,2024-01-19 14:55:42,usr-evt,logoff,pc74
3709,2024-01-19 14:57:40,usr-qty,logoff,pc98
3710,2024-01-19 15:01:05,usr-ego,logoff,pc33
3711,2024-01-19 15:02:26,usr-dbq,logoff,pc44
3712,2024-01-19 15:06:20,usr-jmc,logoff,pc17
3713,2024-01-19 15:07:27,usr-tci,logoff,pc49
3714,2024-01-19 15:09:19,usr-vag,logoff,pc18
3715,2024-01-19 15:09:26,usr-bpm,logoff,pc19
3716,2024-01-19 15:12:08,usr-okv,logoff,pc54
3717,2024-01-19 15:15:34,usr-zzy,logoff,pc78
3718,2024-01-19 15:18:38,usr-zsj,logoff,pc30
3719,2024-01-19 15:39:20,usr-gai,logoff,pc29
3720,2024-01-19 15:39:35,usr-bfh,logoff,pc96
3721,2024-01-19 15:46:45,usr-gvm,logoff,pc42
3722,2024-01-19 15:48:53,usr-inr,logoff,pc13
3723,2024-01-19 15:59:50,usr-fxu,logoff,pc41
3724,2024-01-19 16:12:15,usr-crz,logoff,pc4
3725,2024-01-19 16:18:26,usr-lrw,logoff,pc97
3726,2024-01-19 16:21:01,usr-lxb,logoff,pc60
3727,2024-01-19 16:41:41,usr-pah,logoff,pc71
3728,2024-01-19 16:43:58,usr-ubt,logoff,pc5
3729,2024-01-19 17:00:35,usr-cjk,logoff,pc22
3730,2024-01-19 17:00:51,usr-noh,logoff,pc51
3731,2024-01-19 17:02:38,usr-ccc,logoff,pc66
3732,2024-01-19 17:05:20,usr-gxa,logoff,pc50
3733,2024-01-19 17:05:26,usr-fyk,logoff,pc75
3734,2024-01-19 17:08:18,usr-zbu,logoff,pc91
3735,2024-01-19 17:09:12,usr-qpu,logoff,pc2
3736,2024-01-19 17:11:03,usr-ecl,logoff,pc53
3737,2024-01-19 17:11:14,usr-qse,logoff,pc55
3738,2024-01-19 17:14:01,usr-mcc,logoff,pc35
3739,2024-01-19 17:14:05,usr-sps,logoff,pc38
3740,2024-01-19 17:14:08,usr-apl,logoff,pc56
3741,2024-01-19 17:16:30,usr-nyd,logoff,pc23
3742,2024-01-19 17:21:01,usr-uzs,logoff,pc88
3743,2024-01-19 17:22:40,usr-cnz,logoff,pc63
3744,2024-01-19 17:26:51,usr-gmh,logoff,pc79
3745,2024-01-19 17:27:35,usr-psa,logoff,pc64
3746,2024-01-19 17:29:36,usr-bat,logoff,pc57
3747,2024-01-19 17:30:37,usr-xxw,logoff,pc61
3748,2024-01-19 17:31:36,usr-klc,logoff,pc62
3749,2024-01-19 17:34:58,usr-qaj,logoff,pc70
3750,2024-01-19 17:35:10,usr-tus,logoff,pc32
3751,2024-01-19 17:37:40,usr-zwh,logoff,pc99
3752,2024-01-19 17:40:13,usr-oux,logoff,pc6
3753,2024-01-19 17:41:34,usr-mms,logoff,pc65
3754,2024-01-19 17:41:58,usr-hqj,logoff,pc15
3755,2024-01-19 17:42:19,usr-tok,logoff,pc85
3756,2024-01-19 17:45:17,usr-bit,logoff,pc86
3757,2024-01-19 17:48:05,usr-tcn,logoff,pc43
3758,2024-01-19 17:48:53,usr-suh,logoff,pc36
3759,2024-01-19 17:49:57,usr-vig,logoff,pc77
3760,2024-01-19 17:51:21,usr-zlc,logoff,pc93
3761,2024-01-19 17:53:22,usr-kge,logoff,pc80
3762,2024-01-19 17:56:06,usr-zpf,logoff,pc25
3763,2024-01-19 17:56:07,usr-lbw,logoff,pc81
3764,2024-01-19 17:56:35,usr-fxc,logoff,pc47
3765,2024-01-19 17:57:08,usr-wda,logoff,pc24
3766,2024-01-19 17:58:01,usr-dpy,logoff,pc72
3767,2024-01-19 17:59:45,usr-dur,logoff,pc92
3768,2024-01-19 18:29:11,usr-fdo,logoff,pc3
3769,2024-01-19 18:30:56,usr-pcx,logoff,pc58
3770,2024-01-19 19:14:08,usr-inx,logoff,pc67
3771,2024-01-19 19:16:27,usr-oph,logoff,pc76
3772,2024-01-19 19:18:36,usr-cwi,logoff,pc14
3773,2024-01-19 19:33:13,usr-fta,logoff,pc7
3774,2024-01-19 19:36:19,usr-llt,logoff,pc37
3775,2024-01-19 19:44:15,usr-ayp,logoff,pc95
3776,2024-01-19 19:46:15,usr-ifd,logoff,pc82
3777,2024-01-19 19:54:06,usr-ign,logoff,pc83
3778,2024-01-19 20:05:05,usr-mnc,logoff,pc20
3779,2024-01-19 20:10:52,usr-orc,logoff,pc69
3780,2024-01-19 20:22:03,usr-ntp,logoff,pc46
3781,2024-01-19 20:32:16,usr-ory,logoff,pc0
3782,2024-01-19 20:40:00,usr-yih,logoff,pc90
3783,2024-01-19 20:47:12,usr-syd,logoff,pc16
3784,2024-01-19 21:06:48,usr-mdm,logoff,pc28
3785,2024-01-19 21:58:33,usr-pru,logoff,pc48
3786,2024-01-19 22:16:23,usr-wis,logoff,pc87
3787,2024-01-19 22:19:12,usr-avc,logoff,pc12
3788,2024-01-19 22:20:18,usr-qhu,logoff,pc11
3789,2024-01-19 22:20:37,usr-xye,logoff,pc27
3790,2024-01-19 22:30:58,usr-agf,logoff,pc31
3791,2024-01-19 22:37:33,usr-pia,logoff,pc73
3792,2024-01-19 22:43:41,usr-xws,logoff,pc68
3793,2024-01-19 22:56:24,usr-qpv,logoff,pc84
3794,2024-01-19 23:08:33,usr-hxw,logoff,pc45
3795,2024-01-19 23:16:38,usr-ytk,logoff,pc34
3796,2024-01-19 23:25:18,usr-hth,logoff,pc40
3797,2024-01-19 23:31:33,usr-hta,logoff,pc9
3798,2024-01-19 23:35:23,usr-ecc,logoff,pc59
3799,2024-01-19 23:58:50,usr-fjl,logoff,pc52
3800,2024-01-20 00:58:16,usr-yih,login,pc90
3801,2024-01-20 01:04:30,usr-ecc,login,pc59
3802,2024-01-20 01:22:03,usr-ytk,login,pc34
3803,2024-01-20 01:47:08,usr-fta,login,pc7
3804,2024-01-20 01:50:35,usr-avc,login,pc12
3805,2024-01-20 02:11:55,usr-mnc,login,pc20
3806,2024-01-20 02:30:34,usr-okv,login,pc54
3807,2024-01-20 04:09:21,usr-crz,login,pc4
3808,2024-01-20 04:11:46,usr-xws,login,pc68
3809,2024-01-20 04:14:09,usr-ubt,login,pc5
3810,2024-01-20 04:16:01,usr-kos,login,pc10
3811,2024-01-20 04:20:57,usr-inr,login,pc13
3812,2024-01-20 04:24:50,usr-lrw,login,pc97
3813,2024-01-20 04:31:26,usr-jmc,login,pc17
3814,2024-01-20 04:34:08,usr-dbq,login,pc44
3815,2024-01-20 04:34:50,usr-cwi,login,pc14
3816,2024-01-20 04:46:38,usr-qhu,login,pc11
3817,2024-01-20 04:51:20,usr-syd,login,pc16
3818,2024-01-20 05:08:35,usr-ntp,login,pc46
3819,2024-01-20 05:28:43,usr-mdm,login,pc28
3820,2024-01-20 05:37:07,usr-bpm,login,pc19
3821,2024-01-20 05:44:02,usr-wis,login,pc87
3822,2024-01-20 05:48:18,usr-hth,login,pc40
3823,2024-01-20 05:52:46,usr-hxw,login,pc45
3824,2024-01-20 05:53:01,usr-pia,login,pc73
3825,2024-01-20 05:57:57,usr-xye,login,pc27
3826,2024-01-20 06:00:39,usr-fxu,login,pc41
3827,2024-01-20 06:07:03,usr-qpv,login,pc84
3828,2024-01-20 06:09:12,usr-llt,login,pc37
3829,2024-01-20 06:09:12,usr-oph,login,pc76
3830,2024-01-20 06:13:48,usr-pah,login,pc71
3831,2024-01-20 06:14:41,usr-zzy,login,pc78
3832,2024-01-20 06:17:32,usr-zsj,login,pc30
3833,2024-01-20 06:19:42,usr-pcx,login,pc58
3834,2024-01-20 06:27:47,usr-lxb,login,pc60
3835,2024-01-20 06:30:02,usr-gvm,login,pc42
3836,2024-01-20 06:31:24,usr-ory,login,pc0
3837,2024-01-20 06:41:52,usr-ign,login,pc83
3838,2024-01-20 06:43:00,usr-gai,login,pc29
3839,2024-01-20 06:54:52,usr-inx,login,pc67
3840,2024-01-20 06:57:15,usr-agf,login,pc31
3841,2024-01-20 06:58:40,usr-fdo,login,pc3
3842,2024-01-20 07:04:01,usr-fjl,login,pc52
3843,2024-01-20 07:20:10,usr-pru,login,pc48
3844,2024-01-20 07:25:53,usr-hta,login,pc9
3845,2024-01-20 07:28:35,usr-orc,login,pc69
3846,2024-01-20 08:23:31,usr-gpi,login,pc94
3847,2024-01-20 08:23:47,usr-vag,login,pc18
3848,2024-01-20 08:25:33,usr-qty,login,pc98
3849,2024-01-20 08:29:29,usr-cbb,login,pc8
3850,2024-01-20 08:41:59,usr-tci,login,pc49
3851,2024-01-20 08:48:09,usr-mfu,login,pc39
3852,2024-01-20 08:51:14,usr-emo,login,pc89
3853,2024-01-20 09:00:16,usr-zlc,login,pc93
3854,2024-01-20 09:00:39,usr-gxa,login,pc50
3855,2024-01-20 09:05:40,usr-nyd,login,pc23
3856,2024-01-20 09:06:58,usr-bit,login,pc86
3857,2024-01-20 09:07:03,usr-apl,login,pc56
3858,2024-01-20 09:12:34,usr-hqj,login,pc15
3859,2024-01-20 09:12:38,usr-zpf,login,pc25
3860,2024-01-20 09:13:36,usr-fxc,login,pc47
3861,2024-01-20 09:13:40,usr-bat,login,pc57
3862,2024-01-20 09:14:24,usr-qaj,login,pc70
3863,2024-01-20 09:15:17,usr-bfh,login,pc96
3864,2024-01-20 09:16:22,usr-vig,login,pc77
3865,2024-01-20 09:16:44,usr-wda,login,pc24
3866,2024-01-20 09:19:08,usr-klc,login,pc62
3867,2024-01-20 09:23:51,usr-mcc,login,pc35
3868,2024-01-20 09:24:11,usr-evt,login,pc74
3869,2024-01-20 09:24:15,usr-dur,login,pc92
3870,2024-01-20 09:24:55,usr-qpu,login,pc2
3871,2024-01-20 09:28:05,usr-tok,login,pc85
3872,2024-01-20 09:28:35,usr-dpy,login,pc72
3873,2024-01-20 09:29:22,usr-ego,login,pc33
3874,2024-01-20 09:30:10,usr-sps,login,pc38
3875,2024-01-20 09:31:29,usr-goq,login,pc26
3876,2024-01-20 09:32:59,usr-lbw,login,pc81
3877,2024-01-20 09:34:34,usr-ccc,login,pc66
3878,2024-01-20 09:36:30,usr-gmh,login,pc79
3879,2024-01-20 09:38:19,usr-gyv,login,pc21
3880,2024-01-20 09:38:27,usr-tus,login,pc32
3881,2024-01-20 09:38:28,usr-xxw,login,pc61
3882,2024-01-20 09:40:21,usr-fyk,login,pc75
3883,2024-01-20 09:40:37,usr-suh,login,pc36
3884,2024-01-20 09:43:16,usr-psa,login,pc64
3885,2024-01-20 09:44:01,usr-mms,login,pc65
3886,2024-01-20 09:45:27,usr-cjk,login,pc22
3887,2024-01-20 09:45:51,usr-ecl,login,pc53
3888,2024-01-20 09:47:33,usr-uzs,login,pc88
3889,2024-01-20 09:49:20,usr-kge,login,pc80
3890,2024-01-20 09:50:54,usr-zwh,login,pc99
3891,2024-01-20 09:51:43,usr-zbu,login,pc91
3892,2024-01-20 09:51:59,usr-cnz,login,pc63
3893,2024-01-20 09:53:26,usr-qse,login,pc55
3894,2024-01-20 09:53:38,usr-qsg,login,pc1
3895,2024-01-20 09:59:36,usr-noh,login,pc51
3896,2024-01-20 09:59:38,usr-tcn,login,pc43
3897,2024-01-20 09:59:40,usr-oux,login,pc6
3898,2024-01-20 12:38:51,usr-ayp,login,pc95
3899,2024-01-20 12:40:49,usr-ifd,login,pc82
3900,2024-01-20 14:02:47,usr-mfu,logoff,pc39
3901,2024-01-20 14:15:42,usr-emo,logoff,pc89
3902,2024-01-20 14:33:59,usr-ego,logoff,pc33
3903,2024-01-20 14:38:56,usr-gyv,logoff,pc21
3904,2024-01-20 14:43:07,usr-cbb,logoff,pc8
3905,2024-01-20 15:03:04,usr-jmc,logoff,pc17
3906,2024-01-20 15:03:52,usr-lxb,logoff,pc60
3907,2024-01-20 15:11:53,usr-lrw,logoff,pc97
3908,2024-01-20 15:12:07,usr-qsg,logoff,pc1
3909,2024-01-20 15:13:33,usr-bfh,logoff,pc96
3910,2024-01-20 15:19:44,usr-goq,logoff,pc26
3911,2024-01-20 15:23:34,usr-gpi,logoff,pc94
3912,2024-01-20 15:33:16,usr-inr,logoff,pc13
3913,2024-01-20 15:34:32,usr-evt,logoff,pc74
3914,2024-01-20 15:34:38,usr-gvm,logoff,pc42
3915,2024-01-20 15:41:02,usr-fxu,logoff,pc41
3916,2024-01-20 15:43:03,usr-bpm,logoff,pc19
3917,2024-01-20 15:46:43,usr-vag,logoff,pc18
3918,2024-01-20 15:49:15,usr-tci,logoff,pc49
3919,2024-01-20 15:53:46,usr-qty,logoff,pc98
3920,2024-01-20 15:55:08,usr-ytk,logoff,pc34
3921,2024-01-20 15:57:12,usr-crz,logoff,pc4
3922,2024-01-20 16:01:37,usr-ubt,logoff,pc5
3923,2024-01-20 16:15:50,usr-gai,logoff,pc29
3924,2024-01-20 16:24:16,usr-kos,logoff,pc10
3925,2024-01-20 16:25:37,usr-pah,logoff,pc71
3926,2024-01-20 16:31:44,usr-zsj,logoff,pc30
3927,2024-01-20 16:48:37,usr-dbq,logoff,pc44
3928,2024-01-20 16:51:47,usr-zzy,logoff,pc78
3929,2024-01-20 17:01:09,usr-dpy,logoff,pc72
3930,2024-01-20 17:01:37,usr-tcn,logoff,pc43
3931,2024-01-20 17:02:29,usr-gxa,logoff,pc50
3932,2024-01-20 17:02:52,usr-nyd,logoff,pc23
3933,2024-01-20 17:03:53,usr-noh,logoff,pc51
3934,2024-01-20 17:04:36,usr-klc,logoff,pc62
3935,2024-01-20 17:05:38,usr-dur,logoff,pc92
3936,2024-01-20 17:06:55,usr-xxw,logoff,pc61
3937,2024-01-20 17:07:55,usr-ccc,logoff,pc66
3938,2024-01-20 17:10:22,usr-wda,logoff,pc24
3939,2024-01-20 17:12:41,usr-mms,logoff,pc65
3940,2024-01-20 17:14:39,usr-tus,logoff,pc32
3941,2024-01-20 17:16:07,usr-mcc,logoff,pc35
3942,2024-01-20 17:17:32,usr-gmh,logoff,pc79
3943,2024-01-20 17:21:50,usr-fxc,logoff,pc47
3944,2024-01-20 17:22:51,usr-vig,logoff,pc77
3945,2024-01-20 17:24:00,usr-ecl,logoff,pc53
3946,2024-01-20 17:25:45,usr-apl,logoff,pc56
3947,2024-01-20 17:25:58,usr-psa,logoff,pc64
3948,2024-01-20 17:26:07,usr-fyk,logoff,pc75
3949,2024-01-20 17:27:21,usr-kge,logoff,pc80
3950,2024-01-20 17:28:14,usr-tok,logoff,pc85
3951,2024-01-20 17:28:55,usr-bat,logoff,pc57
3952,2024-01-20 17:32:19,usr-qse,logoff,pc55
3953,2024-01-20 17:34:22,usr-cjk,logoff,pc22
3954,2024-01-20 17:34:35,usr-zlc,logoff,pc93
3955,2024-01-20 17:35:25,usr-hqj,logoff,pc15
3956,2024-01-20 17:37:49,usr-qpu,logoff,pc2
3957,2024-01-20 17:39:38,usr-qaj,logoff,pc70
3958,2024-01-20 17:39:44,usr-sps,logoff,pc38
3959,2024-01-20 17:40:51,usr-lbw,logoff,pc81
3960,2024-01-20 17:44:23,usr-uzs,logoff,pc88
3961,2024-01-20 17:51:03,usr-oux,logoff,pc6
3962,2024-01-20 17:51:18,usr-zwh,logoff,pc99
3963,2024-01-20 17:51:30,usr-bit,logoff,pc86
3964,2024-01-20 17:55:07,usr-zpf,logoff,pc25
3965,2024-01-20 17:55:37,usr-cnz,logoff,pc63
3966,2024-01-20 17:56:47,usr-zbu,logoff,pc91
3967,2024-01-20 17:59:59,usr-suh,logoff,pc36
3968,2024-01-20 18:09:20,usr-oph,logoff,pc76
3969,2024-01-20 18:28:02,usr-hta,logoff,pc9
3970,2024-01-20 18:31:58,usr-hth,logoff,pc40
3971,2024-01-20 18:35:14,usr-xye,logoff,pc27
3972,2024-01-20 18:46:13,usr-pcx,logoff,pc58
3973,2024-01-20 18:47:42,usr-hxw,logoff,pc45
3974,2024-01-20 18:49:11,usr-cwi,logoff,pc14
3975,2024-01-20 18:49:22,usr-yih,logoff,pc90
3976,2024-01-20 19:02:09,usr-wis,logoff,pc87
3977,2024-01-20 19:02:58,usr-qhu,logoff,pc11
3978,2024-01-20 19:03:16,usr-ayp,logoff,pc95
3979,2024-01-20 19:06:06,usr-ntp,logoff,pc46
3980,2024-01-20 19:47:32,usr-xws,logoff,pc68
3981,2024-01-20 20:09:05,usr-ign,logoff,pc83
3982,2024-01-20 20:09:40,usr-okv,logoff,pc54
3983,2024-01-20 20:12:53,usr-fta,logoff,pc7
3984,2024-01-20 20:16:33,usr-avc,logoff,pc12
3985,2024-01-20 20:21:03,usr-fjl,logoff,pc52
3986,2024-01-20 20:21:52,usr-pru,logoff,pc48
3987,2024-01-20 20:32:28,usr-orc,logoff,pc69
3988,2024-01-20 20:44:59,usr-agf,logoff,pc31
3989,2024-01-20 20:53:42,usr-ifd,logoff,pc82
3990,2024-01-20 20:57:16,usr-pia,logoff,pc73
3991,2024-01-20 21:25:08,usr-fdo,logoff,pc3
3992,2024-01-20 21:26:55,usr-inx,logoff,pc67
3993,2024-01-20 21:52:01,usr-qpv,logoff,pc84
3994,2024-01-20 21:53:17,usr-syd,logoff,pc16
3995,2024-01-20 21:59:08,usr-mdm,logoff,pc28
3996,2024-01-20 22:30:34,usr-ory,logoff,pc0
3997,2024-01-20 23:22:14,usr-ecc,logoff,pc59
3998,2024-01-20 23:25:12,usr-mnc,logoff,pc20
3999,2024-01-20 23:48:26,usr-llt,logoff,pc37
4000,2024-01-21 00:47:24,usr-hth,login,pc40
4001,2024-01-21 02:02:16,usr-hta,login,pc9
4002,2024-01-21 02:04:19,usr-okv,login,pc54
4003,2024-01-21 02:17:12,usr-ecc,login,pc59
4004,2024-01-21 03:29:29,usr-kos,login,pc10
4005,2024-01-21 04:00:52,usr-lrw,login,pc97
4006,2024-01-21 04:07:06,usr-avc,login,pc12
4007,2024-01-21 04:09:52,usr-inx,login,pc67
4008,2024-01-21 04:11:58,usr-fxu,login,pc41
4009,2024-01-21 04:15:42,usr-pru,login,pc48
4010,2024-01-21 04:18:35,usr-xye,login,pc27
4011,2024-01-21 04:34:53,usr-cwi,login,pc14
4012,2024-01-21 04:40:47,usr-pcx,login,pc58
4013,2024-01-21 04:42:24,usr-ntp,login,pc46
4014,2024-01-21 04:43:26,usr-jmc,login,pc17
4015,2024-01-21 04:48:09,usr-crz,login,pc4
4016,2024-01-21 04:48:48,usr-gvm,login,pc42
4017,2024-01-21 04:52:17,usr-syd,login,pc16
4018,2024-01-21 04:52:41,usr-zzy,login,pc78
4019,2024-01-21 04:53:53,usr-oph,login,pc76
4020,2024-01-21 05:09:31,usr-pah,login,pc71
4021,2024-01-21 05:15:16,usr-ifd,login,pc82
4022,2024-01-21 05:16:14,usr-bpm,login,pc19
4023,2024-01-21 05:16:37,usr-dbq,login,pc44
4024,2024-01-21 05:19:13,usr-qhu,login,pc11
4025,2024-01-21 05:37:10,usr-wis,login,pc87
4026,2024-01-21 05:38:04,usr-mdm,login,pc28
4027,2024-01-21 05:41:36,usr-qpv,login,pc84
4028,2024-01-21 06:00:01,usr-ubt,login,pc5
4029,2024-01-21 06:18:18,usr-ory,login,pc0
